"Timestamp"	"Коротко про те, ким ви працюєте:"	"category"	"probability"	"speciality_auto_detected"	"Чи вважаєте Ви COVID-19 небезпечним респіраторним захворюванням?"	"Чи довіряєте Ви уряду щодо кампанії вакцинації від COVID-19?"	"Чи довіряєте Ви сфері медицини, окрім кампанії вакцинації?"	"В цілому, я довіряю новинам:"	"Я вважаю, що усунення від роботи невакцинованих співробітників погіршує ситуацію:"	"Як багато Ваших знайомих вакциновано?"	"Як ваше рішення щодо вакцинації позначилося на ставленні людей до вас?"	"Як епідемія вплинула на ваших знайомих?"	"Ви готові придбати або вже придбали підроблений сертифікат COVID-19:"	"Крім питання персональної довіри до вакцин, в цілому ви ставитеся до вакцинації від COVID-19:"	"Ви вакциновані:"	"Незалежно від позиції по вакцинації, ви відстоюєте її:"	"Ви часто приєднуєтеся до громадських мітингів на важливі для вас теми:"	"У чому, на вашу думку, основна причина відмови людей від вакцинації?"	"Ваш вік"	"basic_classification"	"modified_classification"	"Недовіра"	"Конспірологічні"	"Соціальні"	"Дезінформація"
"12/8/2021 17:08:15"	"Вчитель "	"2-5"	1	"вчитель"	"Ні, не вважаю"	"Ні, не довіряю"	"Скоріше ні"	"Ні"	"Так"	"Близько чверті знайомих"	"Далося взнаки позитивно, відчуваю підтримку"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Скоріше негативно"	"Ні"	"Так"	"Так"	"Не досліджена, примус, хвороба не така вже й серйозна"	"25-35"	"Професіонали"	"Спеціальності сфери освіти"			1	
"12/8/2021 17:10:18"	"Сторож"	"9-9"			"Ні, не вірю в його існування"	"Ні, не довіряю"	"Ні, не довіряю"	"Ні"	"Так"	"Ніхто"	"Далося взнаки позитивно, відчуваю підтримку"	"Серед знайомих є люди з ускладненнями"	"Ні"	"Негативно"	"Ні"	"Ні"	"Ні"	"Недовіра..."	"35-45"	"Найпростіші професії"	"Сфера обслуговування"	1			
"12/8/2021 17:11:22"	"Лінгвістичний напрям"	"3-8"			"Ні, не вважаю"	"Ні, не довіряю"	"Скоріше так"	"Ні"	"Так"	"Ніхто"	"Далося взнаки позитивно, відчуваю підтримку"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Негативно"	"Ні"	"Так"	"Так"	"Не пройшла низку досліджень
Кожна людина має право на вибір,а примусова вакцинація схожа на концтабір"	"16-25"	"Фахівці"	"Творчі та гуманітарні спеціальності"			1	
"12/8/2021 17:14:36"	"Директор"	"1-7"	1	"директор"	"Ні, не вважаю"	"Ні, не довіряю"	"Ні, не довіряю"	"Ні"	"Так"	"Близько чверті знайомих"	"Ніяк не позначилося"	"Серед знайомих є люди з ускладненнями"	"Ні"	"Негативно"	"Ні"	"Ні"	"Ні"	"Не брати участь в експериментах. Не віра владі про їхнє бажання врятувати людство "	"45-60"	"ЗВДСКМ(У)"	"Керівні спеціальності"		1		
"12/8/2021 17:15:02"	"Інженер"	"2-1"	1	"інженер"	"Ні, не вважаю"	"Ні, не довіряю"	"Скоріше так"	"Ні"	"Так"	"Близько чверті знайомих"	"Ніяк не позначилося"	"Серед знайомих є люди з ускладненнями"	"Ні"	"Негативно"	"Ні"	"Так"	"Ні"	"Тиск, примусовість"	"35-45"	"Професіонали"	"Спеціальності науково-технічної спрямованості"			1	
"12/8/2021 17:15:09"	"Вчитель"	"2-5"	1	"вчитель"	"Ні, не вважаю"	"Ні, не довіряю"	"Скоріше так"	"Ні"	"Так"	"Близько половини знайомих"	"Далося взнаки негативно, відчуваю засудження"	"Серед знайомих є загиблі"	"Ні"	"Скоріше негативно"	"Ні"	"Ні"	"Ні"	"Примусовість"	"35-45"	"Професіонали"	"Спеціальності сфери освіти"			1	
"12/8/2021 17:16:14"	"Бухгалтер"	"3-3"	1	"бухгалтер"	"Ні, не вважаю"	"Ні, не довіряю"	"Скоріше ні"	"Ні"	"Так"	"Близько чверті знайомих"	"Ніяк не позначилося"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Негативно"	"Ні"	"Ні"	"Так"	"Не пройшла клінічні випробування"		"Фахівці"	"Спеціальності сфера фінансів"				1
"12/8/2021 17:17:44"	"Тренер "	"3-11"			"Ні, не вірю в його існування"	"Ні, не довіряю"	"Ні, не довіряю"	"Ні"	"Ні"	"Ніхто"	"Ніяк не позначилося"	"Серед знайомих ніхто не захворів"	"Ні"	"Негативно"	"Ні"	"Так"	"Так"	"Это не вакцина , это шмурдяк который проходит ,над живыми людьми эксперимент ! "	"35-45"	"Фахівці"	"Інші спеціальності"		1		
"12/8/2021 17:18:00"	"Викладач"	"2-5"	1	"викладач"	"Ні, не вірю в його існування"	"Ні, не довіряю"	"Скоріше ні"	"Ні"	"Так"	"Близько половини знайомих"	"Далося взнаки негативно, відчуваю засудження"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Негативно"	"Ні"	"Ні"	"Так"	"Це не вакцинація, а медичний експеримент з кучою побічок, смертей, прихованим складом, абортами в складі. Мільйон причин і доказів цьому є"	"25-35"	"Професіонали"	"Спеціальності сфери освіти"		1		
"12/8/2021 17:18:59"	" Hr"	"3-11"	1	"hr"	"Ні, не вважаю"	"Ні, не довіряю"	"Скоріше ні"	"Ні"	"Ні"	"Близько чверті знайомих"	"Далося взнаки позитивно, відчуваю підтримку"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Негативно"	"Ні"	"Так"	"Ні"	" Обмеження прав людей "	"16-25"	"Фахівці"	"Інші спеціальності"			1	
"12/8/2021 17:26:05"	"Малий бізнес"	"5-4"			"Ні, не вважаю"	"Ні, не довіряю"	"Скоріше ні"	"Ні"	"Так"	"Близько чверті знайомих"	"Ніяк не позначилося"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Негативно"	"Ні"	"Так"	"Так"	"Примус, тиск, фашистські методи"	"25-35"	"Працівники сфери торгівлі та послуг"	"Спеціальності сфери послуг"			1	
"12/8/2021 17:26:39"	"Продажи"	"5-4"			"Ні, не вважаю"	"Ні, не довіряю"	"Скоріше так"	"Ні"	"Так"	"Близько чверті знайомих"	"Ніяк не позначилося"	"Серед знайомих є загиблі"	"Ні"	"Скоріше негативно"	"Ні"	"Так"	"Ні"	"Сомнительный эффект вакцины, побочные эффекты и смерть "	"25-35"	"Працівники сфери торгівлі та послуг"	"Спеціальності сфери послуг"		1		
"12/8/2021 17:27:34"	"Видеомонтажер"	"3-10"			"Ні, не вірю в його існування"	"Ні, не довіряю"	"Скоріше ні"	"Ні"	"Так"	"Всі або майже всі"	"Ніяк не позначилося"	"Серед знайомих ніхто не захворів"	"Ні"	"Негативно"	"Ні"	"Так"	"Ні"	"Страх к неизвестной вакцине "	"25-35"	"Фахівці"	"Спеціальність невідома"	1			
