"Timestamp"	"Коротко про те, ким ви працюєте:"	"category"	"probability"	"speciality_auto_detected"	"Чи вважаєте Ви COVID-19 небезпечним респіраторним захворюванням?"	"Чи довіряєте Ви уряду щодо кампанії вакцинації від COVID-19?"	"Чи довіряєте Ви сфері медицини, окрім кампанії вакцинації?"	"В цілому, я довіряю новинам:"	"Я вважаю, що усунення від роботи невакцинованих співробітників погіршує ситуацію:"	"Як багато Ваших знайомих вакциновано?"	"Як ваше рішення щодо вакцинації позначилося на ставленні людей до вас?"	"Як епідемія вплинула на ваших знайомих?"	"Ви готові придбати або вже придбали підроблений сертифікат COVID-19:"	"Крім питання персональної довіри до вакцин, в цілому ви ставитеся до вакцинації від COVID-19:"	"Ви вакциновані:"	"Незалежно від позиції по вакцинації, ви відстоюєте її:"	"Ви часто приєднуєтеся до громадських мітингів на важливі для вас теми:"	"У чому, на вашу думку, основна причина відмови людей від вакцинації?"	"Ваш вік"
"12/8/2021 15:49:35"	"юрист"	"2-6"	1	"юрист"	"Ні, не вважаю"	"Ні, не довіряю"	"Скоріше так"	"Ні"	"Так"	"Близько чверті знайомих"	"Ніяк не позначилося"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Негативно"	"Ні"	"Так"	"Ні"	"потому что она бесполезна - деньги государства выбрасываются на ветер"	
"12/8/2021 15:49:39"	"Стройка монолит"	"7-1"			"Ні, не вірю в його існування"	"Ні, не довіряю"	"Ні, не довіряю"	"Ні"	"Важко відповісти"	"Близько чверті знайомих"	"Далося взнаки позитивно, відчуваю підтримку"	"Важко відповісти"	"Ні"	"Негативно"	"Ні"	"Ні"	"Так"	"Затрудняюсь ответить"	
"12/8/2021 15:52:38"	"Бухгалтер"	"3-3"	1	"бухгалтер"	"Ні, не вірю в його існування"	"Ні, не довіряю"	"Ні, не довіряю"	"Ні"	"Так"	"Ніхто"	"Далося взнаки негативно, відчуваю засудження"	"Серед знайомих є люди з ускладненнями"	"Ні"	"Негативно"	"Ні"	"Ні"	"Так"	"Підроблені новини"	
"12/8/2021 15:53:21"	"журналіст"	"2-8"	1	"журналіст"	"Ні, не вважаю"	"Ні, не довіряю"	"Скоріше так"	"Ні"	"Так"	"Близько чверті знайомих"	"Ніяк не позначилося"	"Мої знайомі перехворіли без особливих ускладнень"	"Так"	"Скоріше позитивно"	"Ні"	"Ні"	"Так"	"1. Недосконалість вакцин. Вони не захищають від ковіду.
2. Влада не хоче брати на себе відповідальність за наслідки вакцинациї, вимагаючи людей підписувати згоду.
3. Не допустимість показувати ковід-сертифікати охоронцям та вахтерам.
4 Порушення основних прав людини"	
"12/8/2021 15:56:16"	"HR"	"3-11"	1	"hr"	"Ні, не вважаю"	"Ні, не довіряю"	"Ні, не довіряю"	"Ні"	"Так"	"Близько чверті знайомих"	"Далося взнаки негативно, відчуваю засудження"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Негативно"	"Ні"	"Так"	"Ні"	"Бо це не вакцинація, а вбивство"	
"12/8/2021 15:56:42"	"пенс"	"10-10"			"Ні, не вважаю"	"Ні, не довіряю"	"Скоріше ні"	"Ні"	"Так"	"Близько чверті знайомих"	"Ніяк не позначилося"	"Важко відповісти"	"Так"	"Негативно"	"Ні"	"Ні"	"Ні"	"обман"	
"12/8/2021 15:58:17"	"Інженер-технолог на фарм.підприємстві"	"2-1"			"Ні, не вважаю"	"Ні, не довіряю"	"Скоріше так"	"Ні"	"Так"	"Близько половини знайомих"	"Ніяк не позначилося"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Негативно"	"Ні"	"Так"	"Так"	"Обізнаність в даному питанні (в світі не існує безпечної вакцини)"	
"12/8/2021 15:59:27"	"Региональный менеджер "	"1-7"	1	"менеджер(2)"	"Ні, не вважаю"	"Ні, не довіряю"	"Так, довіряю"	"Ні"	"Так"	"Близько чверті знайомих"	"Ніяк не позначилося"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Негативно"	"Ні"	"Так"	"Ні"	"Нарушение прав и свобод человека путем навязывания вакцинации и незаконных действий власти"	
"12/8/2021 15:59:49"	"Студент"	"11-10"	1	"студент"	"Ні, не вважаю"	"Ні, не довіряю"	"Скоріше так"	"Ні"	"Так"	"Близько чверті знайомих"	"Далося взнаки негативно, відчуваю засудження"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Негативно"	"Ні"	"Так"	"Так"	"Непотрібне втручання "	
"12/8/2021 16:01:07"	"руководитель"	"8-4"	0.8	"водій"	"Ні, не вважаю"	"Ні, не довіряю"	"Скоріше ні"	"Ні"	"Так"	"Ніхто"	"Ніяк не позначилося"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Негативно"	"Ні"	"Так"	"Ні"	"геноцид"	
"12/8/2021 16:01:58"	"вчитель"	"2-5"	1	"вчитель"	"Ні, не вважаю"	"Ні, не довіряю"	"Скоріше так"	"Ні"	"Так"	"Близько чверті знайомих"	"Ніяк не позначилося"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Негативно"	"Ні"	"Так"	"Ні"	"порушення свободи людини на власний вибір, нехтування науковими дослідженнями. Перехворівшим людям з високими титрами антитіл вакцинація не потрібна. Це - антинауково!"	
"12/8/2021 16:03:27"	"В декреті. Менеджер з продажу нерухомості."	"10-10"	0.857142857142857	"декрет(2)"	"Ні, не вважаю"	"Ні, не довіряю"	"Скоріше так"	"Ні"	"Так"	"Близько чверті знайомих"	"Ніяк не позначилося"	"Серед знайомих є загиблі"	"Так"	"Негативно"	"Ні"	"Так"	"Так"	"Захист свого здоров’я та прав людини.
"	
"12/8/2021 16:05:06"	"Юрист"	"2-6"	1	"юрист"	"Ні, не вважаю"	"Ні, не довіряю"	"Ні, не довіряю"	"Ні"	"Так"	"Близько чверті знайомих"	"Далося взнаки позитивно, відчуваю підтримку"	"Серед знайомих є люди з ускладненнями"	"Ні"	"Негативно"	"Ні"	"Так"	"Так"	"Це мед експеримент з вкрай негативними наслiдками для життя та здов’я"	
"12/8/2021 16:05:21"	"Юрист"	"2-6"	1	"юрист"	"Так, вважаю"	"Ні, не довіряю"	"Скоріше ні"	"Ні"	"Так"	"Близько половини знайомих"	"Далося взнаки негативно, відчуваю засудження"	"Серед знайомих є люди з ускладненнями"	"Ні"	"Негативно"	"Ні"	"Так"	"Ні"	"Наслідки від вакцини, які люди самі мають потім розгрібати"	
